t psi theta phi
0.910455 -0.415408 1.439343 14.890759
0.920460 -0.424883 1.438743 15.049537
0.930465 -0.434424 1.438147 15.208249
0.940470 -0.444031 1.437556 15.366897
0.950475 -0.453703 1.436969 15.525481
0.960480 -0.463438 1.436388 15.684004
0.970485 -0.473234 1.435811 15.842466
0.980490 -0.483091 1.435240 16.000870
0.990495 -0.493007 1.434674 16.159215
1.000500 -0.502981 1.434113 16.317504
1.010505 -0.513011 1.433558 16.475738
1.020510 -0.523097 1.433008 16.633918
1.030515 -0.533236 1.432465 16.792044
1.040520 -0.543429 1.431927 16.950119
1.050525 -0.553673 1.431396 17.108144
1.060530 -0.563968 1.430870 17.266119
1.070535 -0.574313 1.430351 17.424047
1.080540 -0.584705 1.429839 17.581927
1.090545 -0.595145 1.429332 17.739761
1.100550 -0.605631 1.428833 17.897550
1.110555 -0.616162 1.428340 18.055296
1.120560 -0.626737 1.427854 18.212998
1.130565 -0.637354 1.427376 18.370659
1.140570 -0.648014 1.426904 18.528280
1.150575 -0.658714 1.426439 18.685860
1.160580 -0.669454 1.425982 18.843402
1.170585 -0.680233 1.425532 19.000907
1.180590 -0.691050 1.425089 19.158374
1.190595 -0.701903 1.424654 19.315806
1.200600 -0.712793 1.424226 19.473203
1.210605 -0.723717 1.423807 19.630566
1.220610 -0.734676 1.423395 19.787896
1.230615 -0.745667 1.422991 19.945194
1.240620 -0.756691 1.422595 20.102461
1.250625 -0.767746 1.422206 20.259697
1.260630 -0.778832 1.421826 20.416904
1.270635 -0.789947 1.421455 20.574082
1.280640 -0.801091 1.421091 20.731233
1.290645 -0.812263 1.420736 20.888356
1.300650 -0.823461 1.420389 21.045454
1.310655 -0.834686 1.420050 21.202526
1.320660 -0.845937 1.419721 21.359573
1.330665 -0.857212 1.419399 21.516597
1.340670 -0.868511 1.419087 21.673598
1.350675 -0.879832 1.418783 21.830576
1.360680 -0.891176 1.418487 21.987533
1.370685 -0.902542 1.418201 22.144469
1.380690 -0.913928 1.417923 22.301386
1.390695 -0.925334 1.417655 22.458283
1.400700 -0.936759 1.417395 22.615162
1.410705 -0.948203 1.417144 22.772022
1.420710 -0.959664 1.416903 22.928866
1.430715 -0.971142 1.416670 23.085694
1.440720 -0.982637 1.416447 23.242506
1.450725 -0.994147 1.416233 23.399303
1.460730 -1.005672 1.416028 23.556085
1.470735 -1.017211 1.415832 23.712854
1.480740 -1.028763 1.415646 23.869611
1.490745 -1.040328 1.415469 24.026355
1.500750 -1.051905 1.415301 24.183087
1.510755 -1.063494 1.415143 24.339809
1.520760 -1.075093 1.414994 24.496520
1.530765 -1.086701 1.414854 24.653222
1.540770 -1.098320 1.414724 24.809915
1.550775 -1.109946 1.414604 24.966599
1.560780 -1.121581 1.414493 25.123276
1.570785 -1.133223 1.414391 25.279946
1.580790 -1.144872 1.414300 25.436610
1.590795 -1.156526 1.414217 25.593268
1.600800 -1.168186 1.414145 25.749921
1.610805 -1.179850 1.414081 25.906569
1.620810 -1.191519 1.414028 26.063214
1.630815 -1.203190 1.413984 26.219855
1.640820 -1.214865 1.413950 26.376494
1.650825 -1.226541 1.413925 26.533131
1.660830 -1.238219 1.413910 26.689767
1.670835 -1.249897 1.413905 26.846402
1.680840 -1.261575 1.413909 27.003037
1.690845 -1.273253 1.413923 27.159672
1.700850 -1.284930 1.413946 27.316309
1.710855 -1.296604 1.413979 27.472948
1.720860 -1.308276 1.414022 27.629589
1.730865 -1.319945 1.414075 27.786233
1.740870 -1.331610 1.414137 27.942881
1.750875 -1.343270 1.414208 28.099533
1.760880 -1.354925 1.414289 28.256191
1.770885 -1.366575 1.414380 28.412854
1.780890 -1.378217 1.414480 28.569523
1.790895 -1.389853 1.414590 28.726199
1.800900 -1.401481 1.414710 28.882883
1.810905 -1.413100 1.414838 29.039574
1.820910 -1.424710 1.414977 29.196275
1.830915 -1.436310 1.415125 29.352985
1.840920 -1.447900 1.415282 29.509706
1.850925 -1.459478 1.415448 29.666437
1.860930 -1.471045 1.415624 29.823179
1.870935 -1.482599 1.415810 29.979934
1.880940 -1.494139 1.416004 30.136702
1.890945 -1.505666 1.416208 30.293483
1.900950 -1.517178 1.416421 30.450278
1.910955 -1.528674 1.416643 30.607088
1.920960 -1.540154 1.416875 30.763914
1.930965 -1.551618 1.417115 30.920755
1.940970 -1.563063 1.417365 31.077614
1.950975 -1.574491 1.417624 31.234491
1.960980 -1.585899 1.417891 31.391386
1.970985 -1.597288 1.418168 31.548300
1.980990 -1.608656 1.418453 31.705234
1.990995 -1.620002 1.418747 31.862188
2.001001 -1.631327 1.419050 32.019164
2.011006 -1.642628 1.419362 32.176162
2.021011 -1.653906 1.419682 32.333183
2.031016 -1.665159 1.420011 32.490228
2.041021 -1.676388 1.420348 32.647297
2.051026 -1.687589 1.420694 32.804391
2.061031 -1.698764 1.421049 32.961511
2.071036 -1.709912 1.421411 33.118659
2.081041 -1.721030 1.421782 33.275834
2.091046 -1.732119 1.422161 33.433037
2.101051 -1.743178 1.422548 33.590270
2.111056 -1.754206 1.422943 33.747533
2.121061 -1.765201 1.423347 33.904827
2.131066 -1.776164 1.423758 34.062153
2.141071 -1.787092 1.424177 34.219513
2.151076 -1.797986 1.424603 34.376905
2.161081 -1.808843 1.425037 34.534333
2.171086 -1.819665 1.425479 34.691796
2.181091 -1.830448 1.425928 34.849296
2.191096 -1.841193 1.426385 35.006834
2.201101 -1.851898 1.426848 35.164410
2.211106 -1.862562 1.427319 35.322026
2.221111 -1.873185 1.427798 35.479682
2.231116 -1.883765 1.428283 35.637380
2.241121 -1.894301 1.428774 35.795120
2.251126 -1.904792 1.429273 35.952904
2.261131 -1.915237 1.429778 36.110733
2.271136 -1.925636 1.430290 36.268607
2.281141 -1.935986 1.430809 36.426529
2.291146 -1.946287 1.431333 36.584498
2.301151 -1.956537 1.431864 36.742517
2.311156 -1.966736 1.432401 36.900586
2.321161 -1.976882 1.432944 37.058707
2.331166 -1.986974 1.433493 37.216880
2.341171 -1.997011 1.434047 37.375108
2.351176 -2.006991 1.434607 37.533390
2.361181 -2.016914 1.435173 37.691729
2.371186 -2.026778 1.435743 37.850125
2.381191 -2.036582 1.436319 38.008581
2.391196 -2.046324 1.436900 38.167096
2.401201 -2.056003 1.437486 38.325673
2.411206 -2.065618 1.438077 38.484313
2.421211 -2.075167 1.438672 38.643018
2.431216 -2.084650 1.439272 38.801788
2.441221 -2.094064 1.439876 38.960625
2.451226 -2.103408 1.440485 39.119531
2.461231 -2.112681 1.441097 39.278506
2.471236 -2.121881 1.441713 39.437553
2.481241 -2.131007 1.442333 39.596673
2.491246 -2.140057 1.442956 39.755867
2.501251 -2.149030 1.443583 39.915137
2.511256 -2.157924 1.444213 40.074485
2.521261 -2.166738 1.444845 40.233911
2.531266 -2.175469 1.445481 40.393418
2.541271 -2.184118 1.446119 40.553008
2.551276 -2.192681 1.446760 40.712681
2.561281 -2.201157 1.447403 40.872439
2.571286 -2.209545 1.448048 41.032285
2.581291 -2.217843 1.448694 41.192219
2.591296 -2.226050 1.449343 41.352244
2.601301 -2.234162 1.449993 41.512361
2.611306 -2.242180 1.450644 41.672572
2.621311 -2.250101 1.451296 41.832878
2.631316 -2.257923 1.451949 41.993281
2.641321 -2.265645 1.452602 42.153783
2.651326 -2.273266 1.453256 42.314386
2.661331 -2.280782 1.453910 42.475092
2.671336 -2.288193 1.454564 42.635901
2.681341 -2.295496 1.455218 42.796817
2.691346 -2.302691 1.455871 42.957840
2.701351 -2.309775 1.456524 43.118973
2.711356 -2.316746 1.457175 43.280217
2.721361 -2.323603 1.457825 43.441574
2.731366 -2.330345 1.458473 43.603046
2.741371 -2.336969 1.459120 43.764634
2.751376 -2.343473 1.459765 43.926340
2.761381 -2.349857 1.460407 44.088165
2.771386 -2.356118 1.461047 44.250112
2.781391 -2.362254 1.461684 44.412182
2.791396 -2.368265 1.462317 44.574377
2.801401 -2.374149 1.462948 44.736698
2.811406 -2.379904 1.463574 44.899147
2.821411 -2.385529 1.464197 45.061724
2.831416 -2.391021 1.464815 45.224432
2.841421 -2.396381 1.465429 45.387273
2.851426 -2.401607 1.466038 45.550246
2.861431 -2.406697 1.466642 45.713354
2.871436 -2.411650 1.467240 45.876597
2.881441 -2.416466 1.467833 46.039977
2.891446 -2.421142 1.468419 46.203495
2.901451 -2.425679 1.468999 46.367152
2.911456 -2.430076 1.469573 46.530948
2.921461 -2.434332 1.470139 46.694884
2.931466 -2.438445 1.470698 46.858961
2.941471 -2.442417 1.471249 47.023179
2.951476 -2.446246 1.471793 47.187538
2.961481 -2.449933 1.472328 47.352039
2.971486 -2.453476 1.472854 47.516682
2.981491 -2.456878 1.473372 47.681467
2.991496 -2.460136 1.473880 47.846394
3.001501 -2.463253 1.474378 48.011461
3.011506 -2.466228 1.474867 48.176669
3.021511 -2.469063 1.475345 48.342017
3.031516 -2.471758 1.475813 48.507503
3.041521 -2.474315 1.476270 48.673127
3.051526 -2.476735 1.476716 48.838888
3.061531 -2.479019 1.477150 49.004783
3.071536 -2.481169 1.477572 49.170812
3.081541 -2.483188 1.477982 49.336971
3.091546 -2.485076 1.478380 49.503260
3.101551 -2.486838 1.478765 49.669675
3.111556 -2.488475 1.479137 49.836214
3.121561 -2.489990 1.479495 50.002873
3.131566 -2.491387 1.479840 50.169651
3.141571 -2.492669 1.480171 50.336544
3.151576 -2.493839 1.480488 50.503547
3.161581 -2.494901 1.480790 50.670658
3.171586 -2.495860 1.481078 50.837872
3.181591 -2.496719 1.481350 51.005185
3.191596 -2.497483 1.481608 51.172593
3.201601 -2.498156 1.481850 51.340091
3.211606 -2.498744 1.482076 51.507673
3.221611 -2.499252 1.482287 51.675336
3.231616 -2.499685 1.482482 51.843073
3.241621 -2.500049 1.482661 52.010879
3.251626 -2.500348 1.482823 52.178749
3.261631 -2.500590 1.482969 52.346677
3.271636 -2.500779 1.483098 52.514657
3.281641 -2.500923 1.483210 52.682682
3.291646 -2.501027 1.483306 52.850747
3.301651 -2.501097 1.483385 53.018845
3.311656 -2.501140 1.483447 53.186970
3.321661 -2.501163 1.483491 53.355115
3.331666 -2.501172 1.483519 53.523274
3.341671 -2.501174 1.483530 53.691441
3.351676 -2.501174 1.483523 53.859608
3.361681 -2.501181 1.483500 54.027770
3.371686 -2.501200 1.483459 54.195919
3.381691 -2.501238 1.483401 54.364049
3.391696 -2.501301 1.483326 54.532154
3.401701 -2.501397 1.483235 54.700228
3.411706 -2.501530 1.483126 54.868263
3.421711 -2.501708 1.483001 55.036254
3.431716 -2.501937 1.482859 55.204194
3.441721 -2.502222 1.482700 55.372078
3.451726 -2.502570 1.482526 55.539900
3.461731 -2.502986 1.482335 55.707654
3.471736 -2.503476 1.482128 55.875335
3.481741 -2.504044 1.481905 56.042937
3.491746 -2.504697 1.481666 56.210455
3.501751 -2.505440 1.481413 56.377884
3.511756 -2.506276 1.481143 56.545220
3.521761 -2.507210 1.480859 56.712458
3.531766 -2.508248 1.480560 56.879594
3.541771 -2.509392 1.480247 57.046623
3.551776 -2.510647 1.479919 57.213542
3.561781 -2.512016 1.479578 57.380347
3.571786 -2.513503 1.479223 57.547036
3.581791 -2.515111 1.478854 57.713603
3.591796 -2.516843 1.478472 57.880048
3.601801 -2.518702 1.478077 58.046366
3.611806 -2.520689 1.477670 58.212557
3.621811 -2.522808 1.477251 58.378616
3.631816 -2.525061 1.476819 58.544543
3.641821 -2.527448 1.476376 58.710336
3.651826 -2.529972 1.475922 58.875992
3.661831 -2.532635 1.475457 59.041511
3.671836 -2.535436 1.474981 59.206892
3.681841 -2.538378 1.474495 59.372133
3.691846 -2.541462 1.473999 59.537234
3.701851 -2.544687 1.473493 59.702193
3.711856 -2.548054 1.472977 59.867012
3.721861 -2.551564 1.472453 60.031688
3.731866 -2.555217 1.471920 60.196223
3.741871 -2.559013 1.471379 60.360616
3.751876 -2.562951 1.470829 60.524867
3.761881 -2.567031 1.470272 60.688977
3.771886 -2.571253 1.469707 60.852947
3.781891 -2.575616 1.469135 61.016776
3.791896 -2.580120 1.468557 61.180465
3.801901 -2.584764 1.467972 61.344016
3.811906 -2.589547 1.467381 61.507428
3.821911 -2.594468 1.466784 61.670704
3.831916 -2.599525 1.466181 61.833844
3.841921 -2.604719 1.465574 61.996849
3.851926 -2.610047 1.464961 62.159720
3.861931 -2.615509 1.464344 62.322460
3.871936 -2.621102 1.463722 62.485068
3.881941 -2.626827 1.463096 62.647547
3.891946 -2.632680 1.462467 62.809898
3.901951 -2.638661 1.461834 62.972122
3.911956 -2.644768 1.461198 63.134222
3.921961 -2.651000 1.460559 63.296198
3.931966 -2.657355 1.459917 63.458052
3.941971 -2.663831 1.459273 63.619786
3.951976 -2.670427 1.458626 63.781402
3.961981 -2.677140 1.457978 63.942900
3.971986 -2.683970 1.457329 64.104284
3.981991 -2.690915 1.456678 64.265555
3.991996 -2.697973 1.456025 64.426714
4.002001 -2.705141 1.455373 64.587763
4.012006 -2.712419 1.454719 64.748704
4.022011 -2.719805 1.454065 64.909538
4.032016 -2.727296 1.453411 65.070268
4.042021 -2.734892 1.452757 65.230895
4.052026 -2.742590 1.452103 65.391421
4.062031 -2.750389 1.451450 65.551848
4.072036 -2.758287 1.450798 65.712177
4.082041 -2.766282 1.450146 65.872410
4.092046 -2.774372 1.449496 66.032549
4.102051 -2.782557 1.448847 66.192595
4.112056 -2.790833 1.448200 66.352550
4.122061 -2.799200 1.447555 66.512417
4.132066 -2.807656 1.446911 66.672196
4.142071 -2.816198 1.446270 66.831889
4.152076 -2.824827 1.445632 66.991498
4.162081 -2.833539 1.444995 67.151024
4.172086 -2.842334 1.444362 67.310470
4.182091 -2.851209 1.443731 67.469836
4.192096 -2.860163 1.443104 67.629124
4.202101 -2.869195 1.442480 67.788336
4.212106 -2.878304 1.441859 67.947473
4.222111 -2.887486 1.441242 68.106537
4.232116 -2.896742 1.440629 68.265530
4.242121 -2.906070 1.440020 68.424452
4.252126 -2.915467 1.439415 68.583305
4.262131 -2.924933 1.438814 68.742091
4.272136 -2.934467 1.438217 68.900810
4.282141 -2.944067 1.437626 69.059466
4.292146 -2.953731 1.437038 69.218057
4.302151 -2.963458 1.436456 69.376588
4.312156 -2.973247 1.435879 69.535057
4.322161 -2.983097 1.435307 69.693467
4.332166 -2.993006 1.434740 69.851820
4.342171 -3.002973 1.434179 70.010115
4.352176 -3.012997 1.433623 70.168355
4.362181 -3.023076 1.433073 70.326541
4.372186 -3.033209 1.432529 70.484674
4.382191 -3.043396 1.431990 70.642755
4.392196 -3.053634 1.431458 70.800786
4.402201 -3.063923 1.430932 70.958767
4.412206 -3.074262 1.430412 71.116700
4.422211 -3.084649 1.429899 71.274585
4.432216 -3.095083 1.429392 71.432425
4.442221 -3.105564 1.428892 71.590219
4.452226 -3.116089 1.428398 71.747970
4.462231 -3.126659 1.427911 71.905678
4.472236 -3.137272 1.427432 72.063344
4.482241 -3.147926 1.426959 72.220969
4.492246 -3.158622 1.426494 72.378554
4.502251 -3.169357 1.426035 72.536101
4.512256 -3.180131 1.425584 72.693609
4.522261 -3.190944 1.425141 72.851081
4.532266 -3.201793 1.424705 73.008517
4.542271 -3.212678 1.424277 73.165918
4.552276 -3.223598 1.423856 73.323285
4.562281 -3.234553 1.423443 73.480619
4.572286 -3.245541 1.423038 73.637921
4.582291 -3.256561 1.422641 73.795191
4.592296 -3.267612 1.422252 73.952431
4.602301 -3.278694 1.421871 74.109642
4.612306 -3.289806 1.421498 74.266823
4.622311 -3.300946 1.421134 74.423977
4.632316 -3.312115 1.420777 74.581104
4.642321 -3.323311 1.420429 74.738204
4.652326 -3.334532 1.420090 74.895279
4.662331 -3.345780 1.419759 75.052329
4.672336 -3.357052 1.419437 75.209356
4.682341 -3.368348 1.419123 75.366359
4.692346 -3.379667 1.418818 75.523340
4.702351 -3.391009 1.418522 75.680300
4.712356 -3.402372 1.418234 75.837238
4.722361 -3.413755 1.417956 75.994157
4.732366 -3.425159 1.417686 76.151056
4.742371 -3.436582 1.417425 76.307937
4.752376 -3.448024 1.417174 76.464800
4.762381 -3.459483 1.416931 76.621646
4.772386 -3.470959 1.416697 76.778475
4.782391 -3.482452 1.416473 76.935289
4.792396 -3.493960 1.416258 77.092088
4.802401 -3.505483 1.416052 77.248872
4.812406 -3.517021 1.415855 77.405643
4.822411 -3.528571 1.415667 77.562400
4.832416 -3.540135 1.415489 77.719146
4.842421 -3.551711 1.415320 77.875880
4.852426 -3.563298 1.415161 78.032602
4.862431 -3.574895 1.415011 78.189315
4.872436 -3.586503 1.414870 78.346018
4.882441 -3.598120 1.414739 78.502712
4.892446 -3.609746 1.414618 78.659397
4.902451 -3.621380 1.414506 78.816075
4.912456 -3.633021 1.414403 78.972746
4.922461 -3.644669 1.414310 79.129410
4.932466 -3.656323 1.414226 79.286069
4.942471 -3.667982 1.414153 79.442722
4.952476 -3.679646 1.414088 79.599371
4.962481 -3.691314 1.414034 79.756016
4.972486 -3.702985 1.413989 79.912658
4.982491 -3.714659 1.413953 80.069297
4.992496 -3.726335 1.413927 80.225934
5.002501 -3.738013 1.413911 80.382570
5.012506 -3.749691 1.413905 80.539205
5.022511 -3.761369 1.413908 80.695840
5.032516 -3.773047 1.413921 80.852476
5.042521 -3.784724 1.413943 81.009112
5.052526 -3.796399 1.413975 81.165751
5.062531 -3.808071 1.414017 81.322391
5.072536 -3.819740 1.414068 81.479035
5.082541 -3.831406 1.414129 81.635683
5.092546 -3.843066 1.414199 81.792335
5.102551 -3.854722 1.414279 81.948991
5.112556 -3.866372 1.414369 82.105653
5.122561 -3.878016 1.414468 82.262322
5.132566 -3.889652 1.414577 82.418997
5.142571 -3.901281 1.414695 82.575680
5.152576 -3.912901 1.414823 82.732371
5.162581 -3.924513 1.414960 82.889070
5.172586 -3.936114 1.415107 83.045779
5.182591 -3.947705 1.415263 83.202498
5.192596 -3.959285 1.415428 83.359228
5.202601 -3.970853 1.415603 83.515969
5.212606 -3.982408 1.415787 83.672723
5.222611 -3.993950 1.415981 83.829489
5.232616 -4.005478 1.416184 83.986268
5.242621 -4.016992 1.416396 84.143062
5.252626 -4.028490 1.416617 84.299870
5.262631 -4.039972 1.416847 84.456694
5.272636 -4.051438 1.417087 84.613534
5.282641 -4.062886 1.417335 84.770390
5.292646 -4.074315 1.417593 84.927265
5.302651 -4.085726 1.417859 85.084158
5.312656 -4.097117 1.418135 85.241069
5.322661 -4.108487 1.418419 85.398001
5.332666 -4.119837 1.418712 85.554953
5.342671 -4.131164 1.419014 85.711926
5.352676 -4.142468 1.419325 85.868922
5.362681 -4.153749 1.419644 86.025940
5.372686 -4.165005 1.419972 86.182982
5.382691 -4.176236 1.420308 86.340048
5.392696 -4.187441 1.420653 86.497139
5.402701 -4.198619 1.421006 86.654256
5.412706 -4.209770 1.421368 86.811400
5.422711 -4.220892 1.421738 86.968572
5.432716 -4.231985 1.422116 87.125772
5.442721 -4.243047 1.422502 87.283001
5.452726 -4.254078 1.422896 87.440261
5.462731 -4.265077 1.423299 87.597551
5.472736 -4.276044 1.423709 87.754874
5.482741 -4.286976 1.424127 87.912229
5.492746 -4.297874 1.424552 88.069618
5.502751 -4.308736 1.424986 88.227041
5.512756 -4.319562 1.425426 88.384500
5.522761 -4.330350 1.425875 88.541996
5.532766 -4.341099 1.426330 88.699529
5.542771 -4.351809 1.426793 88.857100
5.552776 -4.362478 1.427263 89.014711
5.562781 -4.373106 1.427741 89.172362
5.572786 -4.383691 1.428225 89.330055
5.582791 -4.394232 1.428716 89.487791
5.592796 -4.404728 1.429214 89.645569
5.602801 -4.415179 1.429718 89.803393
5.612806 -4.425583 1.430229 89.961262
5.622811 -4.435939 1.430747 90.119178
5.632816 -4.446246 1.431271 90.277142
5.642821 -4.456502 1.431801 90.435155
5.652826 -4.466707 1.432337 90.593218
5.662831 -4.476860 1.432879 90.751332
5.672836 -4.486958 1.433427 90.909499
5.682841 -4.497002 1.433981 91.067720
5.692846 -4.506989 1.434541 91.225996
5.702851 -4.516919 1.435105 91.384328
5.712856 -4.526790 1.435676 91.542717
5.722861 -4.536600 1.436251 91.701166
5.732866 -4.546350 1.436832 91.859674
5.742871 -4.556036 1.437417 92.018244
5.752876 -4.565659 1.438007 92.176877
5.762881 -4.575216 1.438602 92.335573
5.772886 -4.584707 1.439201 92.494336
5.782891 -4.594129 1.439805 92.653165
5.792896 -4.603481 1.440413 92.812062
5.802901 -4.612762 1.441024 92.971029
5.812906 -4.621971 1.441640 93.130068
5.822911 -4.631106 1.442259 93.289179
5.832916 -4.640165 1.442882 93.448364
5.842921 -4.649147 1.443509 93.607625
5.852926 -4.658051 1.444138 93.766964
5.862931 -4.666874 1.444770 93.926381
5.872936 -4.675616 1.445406 94.085878
5.882941 -4.684274 1.446044 94.245458
5.892946 -4.692847 1.446684 94.405121
5.902951 -4.701334 1.447327 94.564869
5.912956 -4.709733 1.447971 94.724705
5.922961 -4.718041 1.448618 94.884628
5.932966 -4.726259 1.449266 95.044642
5.942971 -4.734383 1.449916 95.204748
5.952976 -4.742412 1.450567 95.364948
5.962981 -4.750344 1.451219 95.525242
5.972986 -4.758178 1.451872 95.685634
5.982991 -4.765912 1.452525 95.846125
5.992996 -4.773544 1.453179 96.006716
6.003002 -4.781073 1.453833 96.167409
6.013007 -4.788496 1.454487 96.328206
6.023012 -4.795813 1.455141 96.489109
6.033017 -4.803020 1.455794 96.650120
6.043022 -4.810117 1.456447 96.811240
6.053027 -4.817102 1.457098 96.972470
6.063032 -4.823973 1.457748 97.133814
6.073037 -4.830728 1.458397 97.295272
6.083042 -4.837366 1.459044 97.456846
6.093047 -4.843885 1.459689 97.618538
6.103052 -4.850283 1.460331 97.780349
6.113057 -4.856558 1.460971 97.942282
6.123062 -4.862710 1.461609 98.104337
6.133067 -4.868736 1.462243 98.266517
6.143072 -4.874634 1.462874 98.428823
6.153077 -4.880404 1.463501 98.591256
6.163082 -4.886045 1.464124 98.753819
6.173087 -4.891553 1.464743 98.916512
6.183092 -4.896929 1.465357 99.079336
6.193097 -4.902170 1.465967 99.242294
6.203102 -4.907276 1.466571 99.405385
6.213107 -4.912246 1.467170 99.568613
6.223112 -4.917077 1.467763 99.731977
6.233117 -4.921771 1.468350 99.895478
6.243122 -4.926324 1.468931 100.059119
6.253127 -4.930738 1.469505 100.222898
6.263132 -4.935010 1.470073 100.386817
6.273137 -4.939140 1.470632 100.550878
6.283142 -4.943129 1.471185 100.715079
6.293147 -4.946975 1.471729 100.879422
6.303152 -4.950678 1.472265 101.043906
6.313157 -4.954239 1.472793 101.208532
6.323162 -4.957657 1.473311 101.373301
6.333167 -4.960932 1.473820 101.538210
6.343172 -4.964066 1.474320 101.703261
6.353177 -4.967058 1.474810 101.868452
6.363182 -4.969909 1.475289 102.033783
6.373187 -4.972621 1.475758 102.199254
6.383192 -4.975194 1.476217 102.364862
6.393197 -4.977630 1.476664 102.530606
6.403202 -4.979930 1.477099 102.696486
6.413207 -4.982096 1.477523 102.862498
6.423212 -4.984129 1.477934 103.028643
6.433217 -4.986033 1.478334 103.194916
6.443222 -4.987810 1.478720 103.361316
6.453227 -4.989462 1.479093 103.527841
6.463232 -4.990991 1.479453 103.694486
6.473237 -4.992402 1.479800 103.861250
6.483242 -4.993697 1.480133 104.028130
6.493247 -4.994880 1.480451 104.195120
6.503252 -4.995955 1.480755 104.362219
6.513257 -4.996925 1.481044 104.529421
6.523262 -4.997796 1.481319 104.696722
6.533267 -4.998571 1.481578 104.864119
6.543272 -4.999255 1.481822 105.031606
6.553277 -4.999853 1.482051 105.199179
6.563282 -5.000370 1.482263 105.366833
6.573287 -5.000812 1.482460 105.534561
6.583292 -5.001183 1.482640 105.702360
6.593297 -5.001490 1.482805 105.870222
6.603302 -5.001738 1.482952 106.038144
6.613307 -5.001933 1.483084 106.206117
6.623312 -5.002082 1.483198 106.374137
6.633317 -5.002190 1.483296 106.542198
6.643322 -5.002264 1.483376 106.710292
