t psi theta phi
3.086543 -1.506892 0.763975 45.938547
3.091546 -1.509543 0.759520 46.011755
3.096548 -1.512264 0.755056 46.084924
3.101551 -1.515054 0.750582 46.158054
3.106553 -1.517912 0.746099 46.231148
3.111556 -1.520837 0.741608 46.304204
3.116558 -1.523830 0.737109 46.377225
3.121561 -1.526889 0.732603 46.450212
3.126563 -1.530015 0.728090 46.523165
3.131566 -1.533205 0.723571 46.596084
3.136568 -1.536461 0.719046 46.668972
3.141571 -1.539780 0.714516 46.741829
3.146573 -1.543163 0.709981 46.814656
3.151576 -1.546610 0.705442 46.887453
3.156578 -1.550119 0.700899 46.960221
3.161581 -1.553690 0.696354 47.032962
3.166583 -1.557323 0.691806 47.105676
3.171586 -1.561017 0.687255 47.178364
3.176588 -1.564771 0.682704 47.251026
3.181591 -1.568585 0.678151 47.323664
3.186593 -1.572459 0.673597 47.396278
3.191596 -1.576392 0.669044 47.468870
3.196598 -1.580384 0.664491 47.541439
3.201601 -1.584434 0.659939 47.613986
3.206603 -1.588541 0.655389 47.686513
3.211606 -1.592705 0.650840 47.759020
3.216608 -1.596927 0.646295 47.831508
3.221611 -1.601204 0.641752 47.903978
3.226613 -1.605538 0.637212 47.976429
3.231616 -1.609926 0.632677 48.048864
3.236618 -1.614370 0.628147 48.121282
3.241621 -1.618869 0.623621 48.193684
3.246623 -1.623421 0.619101 48.266072
3.251626 -1.628027 0.614587 48.338445
3.256628 -1.632687 0.610080 48.410804
3.261631 -1.637400 0.605579 48.483150
3.266633 -1.642165 0.601087 48.555484
3.271636 -1.646982 0.596602 48.627806
3.276638 -1.651852 0.592126 48.700117
3.281641 -1.656772 0.587659 48.772418
3.286643 -1.661744 0.583202 48.844708
3.291646 -1.666766 0.578755 48.916989
3.296648 -1.671839 0.574318 48.989262
3.301651 -1.676962 0.569893 49.061526
3.306653 -1.682134 0.565479 49.133782
3.311656 -1.687356 0.561078 49.206032
3.316658 -1.692626 0.556689 49.278275
3.321661 -1.697945 0.552314 49.350512
3.326663 -1.703313 0.547952 49.422743
3.331666 -1.708728 0.543604 49.494970
3.336668 -1.714191 0.539271 49.567192
3.341671 -1.719701 0.534954 49.639411
3.346673 -1.725258 0.530652 49.711626
3.351676 -1.730861 0.526366 49.783838
