t psi theta phi
0.330165 -0.331855 1.035568 3.675236
0.335168 -0.336935 1.035214 3.730897
0.340170 -0.342017 1.034854 3.786557
0.345173 -0.347102 1.034490 3.842216
0.350175 -0.352188 1.034120 3.897874
0.355178 -0.357277 1.033745 3.953531
0.360180 -0.362369 1.033365 4.009187
0.365183 -0.367463 1.032979 4.064842
0.370185 -0.372559 1.032589 4.120495
0.375188 -0.377658 1.032193 4.176148
0.380190 -0.382759 1.031792 4.231799
0.385193 -0.387863 1.031385 4.287449
0.390195 -0.392970 1.030974 4.343098
0.395198 -0.398079 1.030557 4.398746
0.400200 -0.403191 1.030135 4.454393
0.405203 -0.408305 1.029707 4.510039
0.410205 -0.413422 1.029275 4.565683
0.415208 -0.418542 1.028837 4.621326
0.420210 -0.423665 1.028394 4.676968
0.425213 -0.428790 1.027946 4.732609
0.430215 -0.433918 1.027493 4.788249
0.435218 -0.439049 1.027035 4.843887
0.440220 -0.444183 1.026571 4.899524
0.445223 -0.449320 1.026102 4.955160
0.450225 -0.454460 1.025628 5.010795
0.455228 -0.459603 1.025149 5.066428
0.460230 -0.464748 1.024665 5.122060
0.465233 -0.469897 1.024175 5.177691
0.470235 -0.475049 1.023680 5.233321
0.475238 -0.480204 1.023181 5.288949
0.480240 -0.485362 1.022676 5.344576
0.485243 -0.490523 1.022165 5.400202
0.490245 -0.495687 1.021650 5.455826
0.495248 -0.500854 1.021130 5.511450
0.500250 -0.506025 1.020604 5.567071
0.505253 -0.511198 1.020074 5.622692
0.510255 -0.516375 1.019538 5.678311
0.515258 -0.521556 1.018997 5.733929
0.520260 -0.526739 1.018451 5.789545
0.525263 -0.531926 1.017900 5.845161
0.530265 -0.537116 1.017344 5.900774
0.535268 -0.542310 1.016782 5.956387
0.540270 -0.547507 1.016216 6.011998
0.545273 -0.552707 1.015644 6.067608
0.550275 -0.557911 1.015068 6.123216
0.555278 -0.563119 1.014486 6.178823
0.560280 -0.568329 1.013900 6.234429
0.565283 -0.573544 1.013308 6.290034
0.570285 -0.578762 1.012711 6.345637
0.575288 -0.583983 1.012109 6.401238
0.580290 -0.589208 1.011502 6.456838
0.585293 -0.594437 1.010890 6.512437
0.590295 -0.599669 1.010273 6.568035
0.595298 -0.604905 1.009651 6.623631
0.600300 -0.610145 1.009024 6.679226
0.605303 -0.615388 1.008392 6.734819
0.610305 -0.620635 1.007755 6.790411
0.615308 -0.625886 1.007113 6.846002
0.620310 -0.631141 1.006466 6.901591
0.625313 -0.636399 1.005813 6.957179
0.630315 -0.641661 1.005156 7.012765
0.635318 -0.646927 1.004494 7.068351
0.640320 -0.652197 1.003827 7.123934
0.645323 -0.657471 1.003155 7.179517
0.650325 -0.662749 1.002478 7.235098
0.655328 -0.668030 1.001796 7.290677
0.660330 -0.673316 1.001109 7.346255
0.665333 -0.678605 1.000418 7.401832
0.670335 -0.683899 0.999721 7.457408
0.675338 -0.689196 0.999019 7.512982
0.680340 -0.694498 0.998313 7.568555
0.685343 -0.699803 0.997601 7.624126
0.690345 -0.705113 0.996885 7.679696
0.695348 -0.710427 0.996163 7.735265
0.700350 -0.715744 0.995437 7.790832
0.705353 -0.721066 0.994706 7.846398
0.710355 -0.726392 0.993970 7.901963
0.715358 -0.731723 0.993229 7.957526
0.720360 -0.737057 0.992484 8.013088
0.725363 -0.742396 0.991733 8.068649
0.730365 -0.747739 0.990978 8.124208
0.735368 -0.753086 0.990217 8.179766
0.740370 -0.758437 0.989452 8.235323
0.745373 -0.763793 0.988683 8.290878
0.750375 -0.769152 0.987908 8.346432
0.755378 -0.774517 0.987128 8.401985
0.760380 -0.779885 0.986344 8.457536
0.765383 -0.785258 0.985555 8.513086
0.770385 -0.790635 0.984761 8.568635
0.775388 -0.796017 0.983963 8.624183
0.780390 -0.801403 0.983159 8.679729
0.785393 -0.806793 0.982351 8.735274
0.790395 -0.812188 0.981538 8.790818
0.795398 -0.817588 0.980721 8.846360
0.800400 -0.822991 0.979898 8.901901
0.805403 -0.828400 0.979071 8.957441
0.810405 -0.833812 0.978240 9.012980
0.815408 -0.839230 0.977403 9.068518
0.820410 -0.844651 0.976562 9.124054
0.825413 -0.850078 0.975716 9.179589
0.830415 -0.855509 0.974866 9.235123
0.835418 -0.860944 0.974011 9.290656
0.840420 -0.866384 0.973151 9.346188
0.845423 -0.871829 0.972286 9.401718
0.850425 -0.877278 0.971417 9.457247
0.855428 -0.882732 0.970544 9.512775
0.860430 -0.888191 0.969665 9.568302
0.865433 -0.893654 0.968783 9.623828
0.870435 -0.899122 0.967895 9.679353
0.875438 -0.904595 0.967003 9.734877
0.880440 -0.910072 0.966107 9.790399
0.885443 -0.915554 0.965205 9.845920
0.890445 -0.921041 0.964300 9.901441
0.895448 -0.926533 0.963389 9.956960
0.900450 -0.932029 0.962475 10.012478
0.905453 -0.937530 0.961555 10.067995
0.910455 -0.943036 0.960632 10.123512
0.915458 -0.948547 0.959703 10.179027
0.920460 -0.954062 0.958771 10.234541
0.925463 -0.959583 0.957833 10.290054
0.930465 -0.965108 0.956892 10.345566
0.935468 -0.970638 0.955946 10.401077
0.940470 -0.976173 0.954995 10.456587
0.945473 -0.981713 0.954040 10.512097
0.950475 -0.987258 0.953081 10.567605
0.955478 -0.992808 0.952117 10.623112
0.960480 -0.998362 0.951149 10.678619
0.965483 -1.003922 0.950177 10.734125
0.970485 -1.009486 0.949200 10.789629
0.975488 -1.015056 0.948219 10.845133
0.980490 -1.020630 0.947233 10.900636
0.985493 -1.026210 0.946243 10.956138
0.990495 -1.031794 0.945249 11.011640
0.995498 -1.037384 0.944251 11.067140
1.000500 -1.042978 0.943248 11.122640
1.005503 -1.048578 0.942241 11.178139
1.010505 -1.054183 0.941230 11.233637
1.015508 -1.059792 0.940215 11.289135
1.020510 -1.065407 0.939195 11.344631
1.025513 -1.071027 0.938171 11.400127
1.030515 -1.076652 0.937143 11.455623
1.035518 -1.082282 0.936111 11.511117
1.040520 -1.087917 0.935074 11.566611
1.045523 -1.093557 0.934034 11.622105
1.050525 -1.099203 0.932989 11.677597
1.055528 -1.104853 0.931940 11.733089
1.060530 -1.110509 0.930887 11.788581
1.065533 -1.116170 0.929830 11.844072
1.070535 -1.121836 0.928769 11.899562
1.075538 -1.127508 0.927704 11.955052
1.080540 -1.133184 0.926635 12.010541
1.085543 -1.138866 0.925562 12.066030
1.090545 -1.144553 0.924485 12.121518
1.095548 -1.150245 0.923404 12.177006
1.100550 -1.155942 0.922318 12.232493
1.105553 -1.161645 0.921229 12.287980
1.110555 -1.167353 0.920136 12.343466
1.115558 -1.173066 0.919039 12.398952
1.120560 -1.178785 0.917938 12.454438
1.125563 -1.184509 0.916833 12.509923
1.130565 -1.190238 0.915725 12.565408
1.135568 -1.195972 0.914612 12.620892
1.140570 -1.201712 0.913496 12.676377
1.145573 -1.207457 0.912376 12.731861
1.150575 -1.213207 0.911252 12.787344
1.155578 -1.218963 0.910124 12.842828
1.160580 -1.224724 0.908992 12.898311
1.165583 -1.230491 0.907857 12.953794
1.170585 -1.236263 0.906718 13.009276
1.175588 -1.242040 0.905575 13.064759
1.180590 -1.247823 0.904428 13.120241
1.185593 -1.253611 0.903278 13.175723
1.190595 -1.259404 0.902124 13.231205
1.195598 -1.265203 0.900967 13.286687
1.200600 -1.271008 0.899806 13.342169
1.205603 -1.276818 0.898641 13.397651
1.210605 -1.282633 0.897473 13.453133
1.215608 -1.288454 0.896301 13.508615
1.220610 -1.294280 0.895126 13.564097
1.225613 -1.300111 0.893947 13.619578
1.230615 -1.305949 0.892765 13.675060
1.235618 -1.311791 0.891579 13.730542
1.240620 -1.317639 0.890389 13.786024
1.245623 -1.323493 0.889197 13.841506
1.250625 -1.329352 0.888000 13.896988
1.255628 -1.335217 0.886801 13.952471
1.260630 -1.341087 0.885598 14.007953
1.265633 -1.346963 0.884392 14.063436
1.270635 -1.352844 0.883182 14.118919
1.275638 -1.358731 0.881969 14.174402
1.280640 -1.364624 0.880753 14.229885
1.285643 -1.370522 0.879533 14.285369
1.290645 -1.376425 0.878311 14.340853
1.295648 -1.382334 0.877085 14.396337
1.300650 -1.388249 0.875856 14.451822
1.305653 -1.394170 0.874623 14.507307
1.310655 -1.400096 0.873388 14.562792
1.315658 -1.406027 0.872149 14.618278
1.320660 -1.411964 0.870908 14.673764
1.325663 -1.417907 0.869663 14.729250
1.330665 -1.423856 0.868415 14.784737
1.335668 -1.429810 0.867164 14.840225
1.340670 -1.435770 0.865911 14.895713
1.345673 -1.441735 0.864654 14.951202
1.350675 -1.447706 0.863394 15.006691
1.355678 -1.453683 0.862132 15.062181
1.360680 -1.459666 0.860866 15.117671
1.365683 -1.465654 0.859598 15.173162
1.370685 -1.471648 0.858326 15.228654
1.375688 -1.477647 0.857052 15.284146
1.380690 -1.483653 0.855775 15.339639
1.385693 -1.489664 0.854496 15.395133
1.390695 -1.495681 0.853213 15.450627
1.395698 -1.501703 0.851928 15.506122
1.400700 -1.507731 0.850640 15.561618
1.405703 -1.513765 0.849350 15.617115
1.410705 -1.519805 0.848057 15.672613
1.415708 -1.525850 0.846761 15.728111
1.420710 -1.531902 0.845463 15.783611
1.425713 -1.537959 0.844162 15.839111
1.430715 -1.544022 0.842859 15.894612
1.435718 -1.550090 0.841553 15.950115
1.440720 -1.556164 0.840245 16.005618
1.445723 -1.562245 0.838934 16.061122
1.450725 -1.568331 0.837621 16.116627
1.455728 -1.574422 0.836305 16.172133
1.460730 -1.580520 0.834988 16.227640
1.465733 -1.586623 0.833667 16.283149
1.470735 -1.592733 0.832345 16.338658
1.475738 -1.598848 0.831020 16.394169
1.480740 -1.604968 0.829693 16.449681
1.485743 -1.611095 0.828364 16.505193
1.490745 -1.617228 0.827033 16.560708
1.495748 -1.623366 0.825700 16.616223
1.500750 -1.629511 0.824364 16.671740
1.505753 -1.635661 0.823027 16.727257
1.510755 -1.641817 0.821687 16.782777
1.515758 -1.647979 0.820346 16.838297
1.520760 -1.654147 0.819002 16.893819
1.525763 -1.660320 0.817657 16.949342
1.530765 -1.666500 0.816309 17.004867
1.535768 -1.672685 0.814960 17.060393
1.540770 -1.678877 0.813609 17.115920
1.545773 -1.685074 0.812256 17.171449
1.550775 -1.691277 0.810902 17.226979
1.555778 -1.697486 0.809545 17.282511
1.560780 -1.703701 0.808187 17.338045
1.565783 -1.709922 0.806828 17.393580
1.570785 -1.716149 0.805466 17.449116
1.575788 -1.722382 0.804103 17.504654
1.580790 -1.728621 0.802739 17.560194
1.585793 -1.734866 0.801373 17.615735
1.590795 -1.741116 0.800006 17.671278
1.595798 -1.747373 0.798637 17.726823
1.600800 -1.753636 0.797267 17.782369
1.605803 -1.759904 0.795895 17.837918
1.610805 -1.766179 0.794522 17.893468
1.615808 -1.772459 0.793148 17.949019
1.620810 -1.778746 0.791772 18.004573
1.625813 -1.785038 0.790395 18.060128
1.630815 -1.791337 0.789017 18.115685
1.635818 -1.797641 0.787638 18.171244
1.640820 -1.803952 0.786258 18.226805
1.645823 -1.810268 0.784877 18.282368
1.650825 -1.816591 0.783495 18.337933
1.655828 -1.822919 0.782111 18.393500
1.660830 -1.829254 0.780727 18.449068
1.665833 -1.835594 0.779342 18.504639
1.670835 -1.841941 0.777956 18.560212
1.675838 -1.848293 0.776569 18.615787
1.680840 -1.854652 0.775181 18.671363
1.685843 -1.861016 0.773793 18.726942
1.690845 -1.867387 0.772404 18.782523
1.695848 -1.873764 0.771014 18.838107
1.700850 -1.880146 0.769624 18.893692
1.705853 -1.886535 0.768233 18.949279
1.710855 -1.892930 0.766842 19.004869
1.715858 -1.899331 0.765450 19.060461
1.720860 -1.905738 0.764057 19.116055
1.725863 -1.912150 0.762664 19.171652
1.730865 -1.918569 0.761271 19.227250
1.735868 -1.924994 0.759878 19.282851
1.740870 -1.931426 0.758484 19.338455
1.745873 -1.937863 0.757090 19.394060
1.750875 -1.944306 0.755696 19.449668
1.755878 -1.950755 0.754301 19.505279
1.760880 -1.957210 0.752907 19.560892
1.765883 -1.963672 0.751512 19.616507
1.770885 -1.970139 0.750118 19.672125
1.775888 -1.976613 0.748723 19.727745
1.780890 -1.983092 0.747329 19.783367
1.785893 -1.989578 0.745934 19.838993
1.790895 -1.996070 0.744540 19.894620
1.795898 -2.002568 0.743146 19.950250
1.800900 -2.009072 0.741753 20.005883
1.805903 -2.015581 0.740359 20.061519
1.810905 -2.022098 0.738966 20.117156
1.815908 -2.028620 0.737574 20.172797
1.820910 -2.035148 0.736182 20.228440
1.825913 -2.041682 0.734790 20.284086
1.830915 -2.048222 0.733399 20.339735
1.835918 -2.054769 0.732008 20.395386
1.840920 -2.061321 0.730619 20.451040
1.845923 -2.067880 0.729229 20.506697
1.850925 -2.074445 0.727841 20.562356
1.855928 -2.081015 0.726453 20.618018
1.860930 -2.087592 0.725066 20.673683
1.865933 -2.094175 0.723681 20.729351
1.870935 -2.100764 0.722296 20.785021
1.875938 -2.107359 0.720912 20.840695
1.880940 -2.113960 0.719529 20.896371
1.885943 -2.120567 0.718147 20.952050
1.890945 -2.127180 0.716766 21.007732
1.895948 -2.133800 0.715386 21.063417
1.900950 -2.140425 0.714008 21.119105
1.905953 -2.147056 0.712631 21.174796
1.910955 -2.153694 0.711255 21.230490
1.915958 -2.160337 0.709881 21.286186
1.920960 -2.166987 0.708508 21.341886
1.925963 -2.173643 0.707137 21.397589
1.930965 -2.180304 0.705767 21.453294
1.935968 -2.186972 0.704399 21.509003
1.940970 -2.193646 0.703033 21.564715
1.945973 -2.200325 0.701668 21.620430
1.950975 -2.207011 0.700305 21.676147
1.955978 -2.213703 0.698944 21.731868
1.960980 -2.220401 0.697584 21.787592
1.965983 -2.227105 0.696227 21.843319
1.970985 -2.233815 0.694871 21.899050
1.975988 -2.240531 0.693518 21.954783
1.980990 -2.247253 0.692167 22.010520
1.985993 -2.253981 0.690817 22.066259
1.990995 -2.260715 0.689470 22.122002
1.995998 -2.267454 0.688126 22.177748
2.001001 -2.274200 0.686783 22.233498
2.006003 -2.280952 0.685443 22.289250
2.011006 -2.287710 0.684105 22.345006
2.016008 -2.294474 0.682770 22.400765
2.021011 -2.301244 0.681437 22.456527
2.026013 -2.308020 0.680107 22.512292
2.031016 -2.314801 0.678780 22.568061
2.036018 -2.321589 0.677455 22.623833
2.041021 -2.328382 0.676133 22.679608
2.046023 -2.335182 0.674814 22.735387
2.051026 -2.341987 0.673497 22.791168
2.056028 -2.348799 0.672184 22.846953
2.061031 -2.355616 0.670873 22.902742
2.066033 -2.362439 0.669566 22.958534
2.071036 -2.369268 0.668261 23.014329
2.076038 -2.376103 0.666960 23.070127
2.081041 -2.382944 0.665662 23.125929
2.086043 -2.389790 0.664367 23.181734
2.091046 -2.396643 0.663076 23.237543
2.096048 -2.403501 0.661788 23.293355
2.101051 -2.410365 0.660503 23.349170
2.106053 -2.417235 0.659222 23.404989
2.111056 -2.424111 0.657944 23.460811
2.116058 -2.430992 0.656670 23.516636
2.121061 -2.437880 0.655400 23.572465
2.126063 -2.444773 0.654133 23.628298
2.131066 -2.451671 0.652870 23.684133
2.136068 -2.458576 0.651611 23.739972
2.141071 -2.465486 0.650356 23.795815
2.146073 -2.472402 0.649105 23.851661
2.151076 -2.479324 0.647858 23.907510
2.156078 -2.486252 0.646615 23.963363
2.161081 -2.493185 0.645376 24.019220
2.166083 -2.500124 0.644141 24.075079
2.171086 -2.507068 0.642910 24.130943
2.176088 -2.514018 0.641684 24.186809
2.181091 -2.520974 0.640462 24.242679
2.186093 -2.527935 0.639245 24.298553
2.191096 -2.534902 0.638032 24.354430
2.196098 -2.541875 0.636823 24.410310
2.201101 -2.548853 0.635619 24.466194
2.206103 -2.555836 0.634420 24.522082
2.211106 -2.562826 0.633225 24.577973
2.216108 -2.569820 0.632036 24.633867
2.221111 -2.576820 0.630851 24.689765
2.226113 -2.583826 0.629671 24.745666
2.231116 -2.590837 0.628496 24.801570
2.236118 -2.597854 0.627325 24.857478
2.241121 -2.604876 0.626160 24.913390
2.246123 -2.611903 0.625001 24.969305
2.251126 -2.618936 0.623846 25.025223
2.256128 -2.625974 0.622696 25.081145
2.261131 -2.633018 0.621552 25.137071
2.266133 -2.640067 0.620413 25.192999
2.271136 -2.647121 0.619280 25.248931
2.276138 -2.654181 0.618152 25.304867
2.281141 -2.661245 0.617030 25.360806
2.286143 -2.668315 0.615913 25.416748
2.291146 -2.675391 0.614802 25.472694
2.296148 -2.682471 0.613696 25.528643
2.301151 -2.689557 0.612596 25.584596
2.306153 -2.696648 0.611502 25.640552
2.311156 -2.703744 0.610414 25.696511
2.316158 -2.710845 0.609332 25.752474
2.321161 -2.717951 0.608256 25.808440
2.326163 -2.725062 0.607186 25.864410
2.331166 -2.732179 0.606122 25.920383
2.336168 -2.739300 0.605064 25.976359
2.341171 -2.746426 0.604013 26.032338
2.346173 -2.753558 0.602968 26.088321
2.351176 -2.760694 0.601929 26.144307
2.356178 -2.767835 0.600896 26.200297
2.361181 -2.774981 0.599870 26.256290
2.366183 -2.782132 0.598850 26.312286
2.371186 -2.789288 0.597837 26.368285
2.376188 -2.796449 0.596831 26.424288
2.381191 -2.803614 0.595831 26.480293
2.386193 -2.810784 0.594838 26.536302
2.391196 -2.817959 0.593852 26.592315
2.396198 -2.825139 0.592872 26.648330
2.401201 -2.832323 0.591900 26.704349
2.406203 -2.839513 0.590934 26.760371
2.411206 -2.846706 0.589976 26.816396
2.416208 -2.853904 0.589024 26.872424
2.421211 -2.861107 0.588080 26.928455
2.426213 -2.868315 0.587142 26.984490
2.431216 -2.875526 0.586212 27.040527
2.436218 -2.882743 0.585290 27.096568
2.441221 -2.889964 0.584374 27.152612
2.446223 -2.897189 0.583466 27.208658
2.451226 -2.904418 0.582565 27.264708
2.456228 -2.911652 0.581672 27.320761
2.461231 -2.918890 0.580786 27.376817
2.466233 -2.926133 0.579908 27.432876
2.471236 -2.933380 0.579038 27.488938
2.476238 -2.940631 0.578175 27.545002
2.481241 -2.947886 0.577320 27.601070
2.486243 -2.955145 0.576473 27.657141
2.491246 -2.962409 0.575633 27.713214
2.496248 -2.969676 0.574802 27.769291
2.501251 -2.976948 0.573978 27.825370
2.506253 -2.984223 0.573162 27.881452
2.511256 -2.991503 0.572355 27.937537
2.516258 -2.998786 0.571555 27.993624
2.521261 -3.006074 0.570764 28.049715
2.526263 -3.013365 0.569981 28.105808
2.531266 -3.020660 0.569206 28.161904
2.536268 -3.027959 0.568439 28.218002
2.541271 -3.035262 0.567680 28.274104
2.546273 -3.042568 0.566930 28.330207
2.551276 -3.049878 0.566188 28.386314
2.556278 -3.057191 0.565455 28.442423
2.561281 -3.064509 0.564730 28.498535
2.566283 -3.071829 0.564014 28.554649
2.571286 -3.079154 0.563307 28.610766
2.576288 -3.086482 0.562608 28.666885
2.581291 -3.093813 0.561917 28.723007
2.586293 -3.101147 0.561235 28.779131
2.591296 -3.108485 0.560563 28.835257
2.596298 -3.115827 0.559898 28.891386
2.601301 -3.123171 0.559243 28.947518
2.606303 -3.130519 0.558597 29.003652
2.611306 -3.137870 0.557959 29.059788
2.616308 -3.145224 0.557331 29.115926
2.621311 -3.152581 0.556711 29.172066
2.626313 -3.159942 0.556101 29.228209
2.631316 -3.167305 0.555499 29.284354
2.636318 -3.174671 0.554907 29.340501
2.641321 -3.182041 0.554324 29.396650
2.646323 -3.189413 0.553750 29.452802
2.651326 -3.196788 0.553185 29.508955
2.656328 -3.204166 0.552629 29.565111
2.661331 -3.211546 0.552083 29.621268
2.666333 -3.218929 0.551546 29.677428
2.671336 -3.226315 0.551018 29.733589
2.676338 -3.233704 0.550500 29.789752
2.681341 -3.241095 0.549991 29.845918
2.686343 -3.248489 0.549492 29.902085
2.691346 -3.255885 0.549002 29.958254
2.696348 -3.263283 0.548522 30.014424
2.701351 -3.270684 0.548051 30.070597
2.706353 -3.278088 0.547590 30.126771
2.711356 -3.285493 0.547138 30.182947
2.716358 -3.292901 0.546696 30.239124
2.721361 -3.300311 0.546264 30.295304
2.726363 -3.307723 0.545842 30.351484
2.731366 -3.315138 0.545429 30.407667
2.736368 -3.322554 0.545026 30.463850
2.741371 -3.329972 0.544632 30.520036
2.746373 -3.337393 0.544249 30.576222
2.751376 -3.344815 0.543875 30.632410
2.756378 -3.352239 0.543511 30.688600
2.761381 -3.359665 0.543157 30.744791
2.766383 -3.367093 0.542813 30.800983
2.771386 -3.374522 0.542479 30.857177
2.776388 -3.381953 0.542155 30.913371
2.781391 -3.389386 0.541840 30.969567
2.786393 -3.396820 0.541536 31.025764
2.791396 -3.404256 0.541242 31.081962
2.796398 -3.411693 0.540958 31.138162
2.801401 -3.419132 0.540683 31.194362
2.806403 -3.426572 0.540419 31.250563
2.811406 -3.434013 0.540165 31.306765
2.816408 -3.441456 0.539921 31.362969
2.821411 -3.448900 0.539687 31.419173
2.826413 -3.456345 0.539463 31.475378
2.831416 -3.463791 0.539250 31.531584
2.836418 -3.471238 0.539046 31.587790
2.841421 -3.478686 0.538853 31.643998
2.846423 -3.486135 0.538670 31.700206
2.851426 -3.493585 0.538497 31.756415
2.856428 -3.501036 0.538334 31.812624
2.861431 -3.508488 0.538181 31.868834
2.866433 -3.515940 0.538039 31.925044
2.871436 -3.523393 0.537907 31.981256
2.876438 -3.530847 0.537785 32.037467
2.881441 -3.538301 0.537674 32.093679
2.886443 -3.545756 0.537572 32.149891
2.891446 -3.553212 0.537481 32.206104
2.896448 -3.560667 0.537400 32.262317
2.901451 -3.568124 0.537330 32.318531
2.906453 -3.575580 0.537270 32.374744
2.911456 -3.583037 0.537220 32.430958
2.916458 -3.590494 0.537180 32.487172
2.921461 -3.597951 0.537151 32.543386
2.926463 -3.605409 0.537131 32.599601
2.931466 -3.612866 0.537123 32.655815
2.936468 -3.620323 0.537124 32.712029
2.941471 -3.627781 0.537136 32.768243
2.946473 -3.635238 0.537158 32.824458
2.951476 -3.642695 0.537190 32.880672
2.956478 -3.650152 0.537233 32.936886
2.961481 -3.657609 0.537286 32.993100
2.966483 -3.665065 0.537349 33.049313
2.971486 -3.672522 0.537423 33.105526
2.976488 -3.679977 0.537506 33.161739
2.981491 -3.687433 0.537600 33.217952
2.986493 -3.694887 0.537705 33.274164
2.991496 -3.702341 0.537819 33.330376
2.996498 -3.709795 0.537944 33.386588
3.001501 -3.717248 0.538079 33.442799
3.006503 -3.724700 0.538224 33.499009
3.011506 -3.732152 0.538380 33.555219
3.016508 -3.739602 0.538545 33.611428
3.021511 -3.747052 0.538721 33.667637
3.026513 -3.754501 0.538907 33.723844
3.031516 -3.761949 0.539104 33.780052
3.036518 -3.769396 0.539310 33.836258
3.041521 -3.776841 0.539527 33.892464
3.046523 -3.784286 0.539753 33.948668
3.051526 -3.791729 0.539990 34.004872
3.056528 -3.799172 0.540237 34.061075
3.061531 -3.806613 0.540494 34.117277
3.066533 -3.814052 0.540761 34.173478
3.071536 -3.821491 0.541038 34.229678
3.076538 -3.828927 0.541325 34.285877
3.081541 -3.836363 0.541622 34.342075
3.086543 -3.843797 0.541930 34.398272
3.091546 -3.851229 0.542247 34.454467
3.096548 -3.858659 0.542574 34.510662
3.101551 -3.866088 0.542911 34.566855
3.106553 -3.873515 0.543258 34.623047
3.111556 -3.880941 0.543615 34.679237
3.116558 -3.888364 0.543981 34.735426
3.121561 -3.895786 0.544358 34.791614
3.126563 -3.903206 0.544744 34.847800
3.131566 -3.910624 0.545140 34.903985
3.136568 -3.918040 0.545546 34.960168
3.141571 -3.925453 0.545962 35.016350
3.146573 -3.932865 0.546387 35.072531
3.151576 -3.940274 0.546822 35.128709
3.156578 -3.947681 0.547267 35.184886
3.161581 -3.955086 0.547721 35.241062
3.166583 -3.962489 0.548185 35.297235
3.171586 -3.969889 0.548659 35.353407
3.176588 -3.977287 0.549142 35.409578
3.181591 -3.984683 0.549634 35.465746
3.186593 -3.992076 0.550136 35.521912
3.191596 -3.999466 0.550648 35.578077
3.196598 -4.006854 0.551169 35.634240
3.201601 -4.014239 0.551699 35.690401
3.206603 -4.021621 0.552239 35.746560
3.211606 -4.029001 0.552788 35.802717
3.216608 -4.036378 0.553346 35.858872
3.221611 -4.043752 0.553913 35.915024
3.226613 -4.051124 0.554490 35.971175
3.231616 -4.058492 0.555076 36.027324
3.236618 -4.065858 0.555671 36.083470
3.241621 -4.073220 0.556275 36.139615
3.246623 -4.080579 0.556888 36.195757
3.251626 -4.087936 0.557510 36.251897
3.256628 -4.095289 0.558141 36.308034
3.261631 -4.102639 0.558781 36.364170
3.266633 -4.109986 0.559430 36.420303
3.271636 -4.117330 0.560088 36.476433
3.276638 -4.124670 0.560755 36.532562
3.281641 -4.132007 0.561430 36.588688
3.286643 -4.139341 0.562114 36.644811
3.291646 -4.146671 0.562807 36.700932
3.296648 -4.153998 0.563509 36.757051
3.301651 -4.161321 0.564219 36.813167
3.306653 -4.168641 0.564938 36.869280
3.311656 -4.175957 0.565665 36.925391
3.316658 -4.183270 0.566401 36.981499
3.321661 -4.190579 0.567145 37.037605
